WineName,Price,CountryState,Region,ProductType,VarietalType,Description
Slow Press Cabernet Sauvignon,$12.99,California,Central Coast,Red Wine,Cabernet Sauvignon,Paso Robles Central Coast CA- A rich well-balanced Cabernet with notes of dark fruit and blackberry complement robust yet smooth tannins. Medium-bodied and velvety on the palate with a lingering finish. ()
Grand Pacific Cabernet,$9.99,California,,Red Wine,Cabernet Sauvignon,California- Lush jammy flavors abound in this easy-drinking Cabernet. Aged in a combination of stainless steel and oak barrels. Exceptionally food-friendly drink with BBQ burgers fresh pasta or on its own. (Concentrated Strawberry Vanilla  Full-bodied )
Ornellaia 2014,$199.97,Italy,Tuscany,Red Wine,Bordeaux Blend,Wine Advocate-Italy - The wine opens to a beautifully saturated and dark appearance... The wine shows sweet fruit nuances with blackberry and dark currant dark currant. Spice leather and tobacco fill in the rear. (Elegant Cassis Dark Berry Cedar  Full-bodied )
Lindemans Merlot Bin 40,$9.27,Australia,South Eastern Australia,Red Wine,Merlot,Begins with red and black berry aromas with hints of chocolate spice and earthiness. Delicious red berry flavors are supported by darker earthier tones in this medium-bodied elegant wine. Oak maturation adds a creamy almost nutty complexity to the long soft finish. ()
Chateau Fombrauge St. Emilion 2010,$54.99,France,Bordeaux,Red Wine,Bordeaux Blend,Wine Spectator-Gd Cru Classe Bordeaux France- This has a nice graphite frame that drives the core of fig plum and boysenberry fruit with dense ganache espresso and tar on the finish. The grip is keeping things tight now but this should meld in the cellar as the underlying feel is energetic. (Concentrated Berry Vanilla  Medium-bodied )
Joseph Carr Cabernet Paso Robles,$18.99,California,,Red Wine,Cabernet Sauvignon,Paso Robles California - The wine features aromas of blackberry chocolate and blueberry preserves. Plush on the mid-palate with silky tannins but firm acidity it shows rich black fruit on the long finish. ()
Argiano Brunello di Montalcino 2012,$49.97,Italy,Tuscany,Red Wine,Sangiovese,Wine Advocate-Tuscany Italy - This is a proud expression of the grape with thick texture determination and a succulent approach. Aromas of dark cherry moist earth tobacco and grilled herb lift from the bouquet. Bright acidity marks the close. (Concentrated Cherry Mocha Olive  Full-bodied )
Chateau Pavie St. Emilion 2010,$449.99,France,Bordeaux,Red Wine,Bordeaux Blend,Wine Advocate-1er Gd Cru Classe St. Emilion Bordeaux France- It is much more backward and restrained than the 2009 was at the same stage and seems even more tannic and structured than the 2005. It is a monumental wine. (Concentrated Red Fruit Licorice  Full-bodied )
The Calling Pinot Noir Fox Den 2013,$58.99,California,Sonoma County,Red Wine,Pinot Noir,Wine Advocate-Sonoma CA - The 2013 Pinot Noir Fox Den Vineyard has a deep ruby/ purple-tinged color and ripe but elegant black cherry fruit with some underbrush and forest floor. Spicy medium to full-bodied and well-endowed. (Elegant Blackberry Plum  Medium-bodied )
Villa Cavarena Valpolicella,$14.99,Italy,,Red Wine,Red Blend,Valpolicella Veneto Italy - An inviting bouquet of cherries and pepper are accentuated with hints of fresh herbs. The soft fruitiness and traditional acidity of this wine pairs well with simple Mediterranean cuisine. (Elegant Cherry Pepper Herb  Full-bodied )
Phebus Uco Malbec Blend,$16.99,Argentina,Mendoza,Red Wine,Malbec,This is an intense full-bodied red with a combination of Cabernet Francs blackcurrant fruit and rich black and red fruits of the Malbec. Fresh and crisp aromas of dark fruits and a hint of mint this elegant Malbec blend has a lot of personality. (Concentrated Black Currant Cocoa  Medium-bodied )
Grayson Cabernet Sauvignon,$8.99,California,,Red Wine,Cabernet Sauvignon,California - Deep rich aromas of ripe dark cherries blackberries and hints of black pepper. This full bodied wine provides a round mouth feel with a long lingering finish of hints of toasted French oak (Fresh Blackberry Pepper  Full-bodied )
Kathryn Hall Cabernet Napa 2011,$149.99,California,Napa Valley,Red Wine,Cabernet Sauvignon,Wine Advocate-Napa CA- The 2011 Cabernet Sauvignon Kathryn Hall is a very pretty expressive wine graced with black currants plums mocha grilled herbs and smoke. Medium in body the 2011 possesses excellent inner sweetness and density...It is one of the more promising 2011s I tasted. (Concentrated Cassis Cherry Cedar  Full-bodied )
Tilia Malbec Mendoza,$7.99,Argentina,,Red Wine,Malbec,Argentina- Aromas of black cherries and plums are accompanied by notes of violets and vanilla. On the palate the wine is rich and full-bodied with flavors of juicy blackberries cranberries and black currants abound followed by notes of vanilla and sweet spice. ()
Coastline Merlot,$9.99,California,Central Coast,Red Wine,Merlot,Central Coast CA - Coastline Cellars Merlot delivers ripe cherry and plum flavors and a smooth lingering finish. The great depth and complexity of this wine is elegantly structured with a fine balance and lengthy finish. (Fresh Cherry Plum  Medium-bodied )
Flora Springs Cabernet Sauvignon Napa Valley 2014,$39.99,California,Napa Valley,Red Wine,Cabernet Sauvignon,Wine Enthusiast -California- This is a smooth smoky and well-integrated red wine thats balanced in its approach. Dusty oak is a nice companion to red-currant and cassis flavors that linger long. ()
Ramey Cabernet Sauvignon Napa 2013,$53.99,California,Napa Valley,Red Wine,Cabernet Sauvignon,Wine Advocate-North Coast CA - I tasted through Rameys 2013s all of which looked to be very impressive especially his Pedregal Annum and Napa Cabernet Sauvignons. (Barrel Score 91-93) (Concentrated Cassis Berry Mocha  Full-bodied )
Beringer Private Reserve Cabernet 2013,$129.97,California,Napa Valley,Red Wine,Cabernet Sauvignon,Wine Advocate-Napa CA-  this is a big boy but also classic Napa Cabernet Sauvignon with creme de cassis graphite licorice and a touch of spicy oak...When all is said and done this is an instant classic the wine full-bodied with oodles of creme de cassis pen ink graphite and baking spices. (Elegant Black Currant Mocha  Full-bodied )
Mauro Sebaste Barolo Tresuri,$39.98,Italy,Piedmont,Red Wine,Nebbiolo,Piedmont Italy- Ruby red with garnet reflections. Features fine elegant aromas of cherry rose and sweet licorice. Full and harmonious the tannins are soft and elegant with a persistent finish. (Elegant Cherry Rose  Full-bodied )
Maipe Malbec,$12.99,Argentina,Mendoza,Red Wine,Malbec,Mendoza Argentina- Medium-bodied with a dark purple color and complex nose of plum and fig framed with floral notes. The well-balanced palate shows ripe dark fruit with the right amount of acidity ending in a long lasting finish. This classic wine pairs well with Osso Buco. (Intense Plum Fig  Medium-bodied )
Latitud 42 Rioja Reserva,$19.99,Spain,Rioja,Red Wine,Tempranillo,Rioja Spain - This Rioja is aged two years in barrel and two years in bottle prior to release. It features notes of dark berry as well as hints of dark chocolate with well integrated minerality. It is well balanced with soft tannins. (Elegant Dark Berry Dark Chocolate Mineral  Medium-bodied )
Mallee Point Cabernet,$12.99,Australia,South Eastern Australia,Red Wine,Cabernet Sauvignon,South Eastern Australia Australia- This is a soft and easy-drinking Cabernet showing generous dark berry fruit characters with underlying spicy tones. The round smooth finish helps make this a great choice for your next party. Serve with meat poultry or vegetable dishes. (Fresh Blackberry Spice  Light-bodied )
Chateau Joanin Becot Castillion 2015,$29.99,France,Bordeaux,Red Wine,Bordeaux Blend,Wine Enthusiast -Castillon Cotes de Bordeaux Bordeaux France - A mineral texture gives this ripe wine an edge while its full red berry fruit offers some solid tannins and concentration. Its smoky and full-bodied. (Concentrated Raspberry Black Cherry  Medium-bodied )
Bodega Colome Malbec 2014,$20.99,Argentina,,Red Wine,Malbec,Wine Advocate-Argentina - ..Elegance freshness and minerality. Its heady and aromatic mixing morello cherries with decayed violets a touch of tar and smoke and some spices. The palate is soft with very round tannins and juicy flavors terribly engaging. It has a very tasty umami-driven finish. ()
Intrinsic Red Blend 2016,$15.99,Washington,Columbia Valley,Red Wine,Red Blend,James Suckling-Columbia Valley Washington - This is a phenomenal wine with blackberry and blueberry character as well as black olives. Flamboyant and sexy. Blows your mind. Full body and pure fruit. No wood no make up. Skin-contact wine made in stainless. Nine months on the skins. Groundbreaking.. (Fresh Plum Licorice Fig  Full-bodied )
Ramon Bilbao Rioja Crianza 2013,$9.97,Spain,Rioja,Red Wine,Tempranillo,Wine Spectator-Rioja Spain - This fruit-driven red offers blackberry compote dark chocolate licorice and blood orange flavors with juicy acidity and light firm tannins. An expressive modern style. (Intense Blackberry Licorice  Full-bodied )
Frescobaldi Nipozzano Chianti Riserva,$16.97,Italy,Tuscany,Red Wine,Sangiovese,Chianti Rufina Tuscany Italy- A graceful Chianti that has precise and focused flavors of red cherries tea and spicy cedar. Medium-bodied with a crisp finish that has finely-integrated dry tannins. ()
Anakena Cabernet,$8.99,Chile,Rapel Valley,Red Wine,Cabernet Sauvignon,Rapel Valley Chile - This wine shows highlights of fresh dark fruit flavors with notes of cassis and spice with hints of oak influence. Serve it with grilled meats and hearty beef stew. (Fresh Blackberry Cassis  Medium-bodied )
Chateau Pavillon Rouge Margaux 2005,$219.97,France,Bordeaux,Red Wine,Bordeaux Blend,Wine Spectator-Margaux Bordeaux France- Very beautiful aromas of crushed flowers - like roses - follow through to plum berry and Indian spices.Full bodied refined and silky with lovely ripe fruit and a delicate aftertaste of raisin and flowers. (Elegant Raspberry Blackberry  Full-bodied )
Bevan Proprietary Red Sugarloaf Mountain 2013,$299.99,California,Napa Valley,Red Wine,Red Blend,Wine Advocate-Napa CA- The opaque purple-colored 2013 Proprietary Red Sugarloaf Mountain a blend of equal parts Cabernet Franc and Merlot reveals gorgeous precision and purity good acidity nicely integrated oak and a layered skyscraper-like mouthfeel. (Barrel Score 96-100) (Intense Plum Chocolate  Full-bodied )
Canyon Oaks Shiraz,$8.99,California,,Red Wine,Syrah/Shiraz,California- Bursting with flavors of plum cherry and spice this Shiraz is well-balanced with soft tannins and a smooth finish. Its a great value for customers looking to explore wines made from Shiraz grapes. Try it with grilled Italian sausage or blackened steak. (Fresh Cherry Spice  Light-bodied )
Juggernaut Cabernet Sauvignon,$16.99,California,,Red Wine,Cabernet Sauvignon,California- This fierce Cabernet was aged in French Oak barrels which is the reason for the nicely dense and velvety flavors. Vanilla and ripe black currants dance on the palate with licorice black fruit and cassis aromas on the nose. Enjoy with friends! ()
Domaine Autrand Mosaique Vinsobres CDR 2015,$17.99,France,Rhone,Red Wine,Rhone Blend,Wine Spectator-Rhone France- Alluring mulled plum and blackberry fruit notes show smoldering charcoal details and a flash of violet with good cut through the finish. Enjoy this with seafood! (Elegant Black Fruit Mineral Pepper  Full-bodied )
Chateau des Deduits Fleurie 2015,$19.99,France,Beaujolais,Red Wine,Gamay,Wine Advocate-Fleurie Beaujolais France - ..Offers simple clean blackberry and blueberry fruit on the nose a touch of vanilla pod in the background. The palate is medium-bodied with sweet red fruit a pleasant salinity at the back of the throat with fine definition and brightness on the finish. (Intense Black Cherry Floral  Medium-bodied )
Rio Madre Graciano,$10.99,Spain,Rioja,Red Wine,Graciano,Rioja Spain- Deep ruby colour with purple edgings. Wild fruit flavours abound intense and concentrated with plenty of tannin. Silky taste excellent balance and long finish. Nose elegant and original. (Intense Berry Spice  Full-bodied )
Game of Thrones Red Blend,$19.99,California,,Red Wine,Red Blend,California - This Red Blend full of dark cherry blackberry and vanilla aromas wiith hints of leather and a little spice. Rich and juicy this wine has a warm and round finish. ()
Trecciano Chianti Senesi,$13.99,Italy,Tuscany,Red Wine,Sangiovese,Chianti Tuscany Italy- Senesi one of the 7 zones of Chianti provides some of the best value. Fresh cherry fruit flavors spicy notes with soft sweet tannins and an admirable finish are the hallmarks of this fine wine. Serve with Veal Parmigiana (Fresh Cherry Spice  Medium-bodied )
Piazzini Chianti Torrato,$10.99,Italy,Tuscany,Red Wine,Sangiovese,Chianti Tuscany Italy- This exceptional wine is produced using the classic Chianti grapes: Sangiovese Canaiolo Trebbiano and Malvasia. The intense red fruit flavors are balanced by notes of mild spices and the dense soft tannins. (Intense Red Berry Spice  Medium-bodied )
BV Cabernet Reserve Latour 2014,$119.99,California,Napa Valley,Red Wine,Cabernet Sauvignon,Wine Advocate-Napa CA- ...has a deep garnet-purple color and nose of baked black berries dried mulberries and preserved plums... Full-bodied rich and expressive even today it has a firm chewy backbone and bags of freshness (Concentrated Cassis Cedar  Full-bodied )
